#Chr 	 Coordinate 	 Replication Timing
4	75700000	0.841305916
4	75900000	0.932215007
4	76100000	0.94520202
4	76300000	0.974747475
4	76500000	0.974747475
4	76700000	0.98989899
4	76900000	0.899747475
4	77100000	0.752813853
4	77300000	0.476587302
4	77500000	0.403860029
4	77700000	0.422041847
4	77900000	0.403860029
4	78100000	0.390873016
4	78300000	0.412229437
4	78500000	0.598448773
4	78700000	0.678102453
4	78900000	0.588347763
4	79100000	0.469155844
4	79300000	0.410714286
4	79500000	0.410714286
4	79700000	0.517496392
4	79900000	0.81002886
4	80100000	0.858513709
4	80300000	0.873665224
4	80500000	0.793253968
4	80700000	0.719516595
4	80900000	0.623701299
4	81100000	0.500613276
4	81300000	0.564249639
4	81500000	0.388239538
4	81700000	0.421717172
4	81900000	0.425
4	82100000	0.637193362
4	82300000	0.921103896
4	82500000	0.962770563
4	82700000	0.987012987
4	82900000	0.987012987
4	83100000	0.987012987
4	83300000	0.917207792
4	83500000	0.917207792
4	83700000	0.662409812
4	83900000	0.413997114
4	84100000	0.319949495
4	84300000	0.278282828
4	84500000	0.309451659
4	84700000	0.299350649
4	84900000	0.32965368
4	85100000	0.374098124
4	85300000	0.405663781
4	85500000	0.405663781
4	85700000	0.459451659
4	85900000	0.692279942
4	86100000	0.696933622
4	86300000	0.693903319
4	86500000	0.808621934
4	86700000	0.835137085
4	86900000	0.879292929
4	87100000	0.888383838
4	87300000	0.888383838
4	87500000	0.873232323
4	87700000	0.827777778
4	87900000	0.867424242
4	88100000	0.958333333
4	88300000	0.96969697
4	88500000	0.958333333
4	88700000	0.843326118
4	88900000	0.720743146
4	89100000	0.443614719
4	89300000	0.182178932
4	89500000	0.079906205
4	89700000	0.070815296
4	89900000	0.021464646
4	90100000	0.021464646
4	90300000	0.112373737
4	90500000	0.112373737
4	90700000	0.112373737
4	90900000	0.112373737
4	91100000	0.112373737
4	91300000	0.112373737
4	91500000	0.102272727
4	91700000	0.147727273
4	91900000	0.147727273
4	92100000	0.193181818
4	92300000	0.193181818
4	92500000	0.147727273
4	92700000	0.102272727
4	92900000	0.102272727
4	93100000	0.102272727
4	93300000	0.120454545
4	93500000	0.120454545
4	93700000	0.120454545
4	93900000	0.151010101
4	94100000	0.45508658
4	94300000	0.824386724
4	94500000	0.824386724
4	94700000	0.664718615
4	94900000	0.449062049
4	95100000	0.300974026
4	95300000	0.11525974
4	95500000	0.012987013
4	95700000	0.012987013
4	95900000	0.012987013
4	96100000	0.012987013
4	96300000	0.012987013
4	96500000	0.024350649
4	96700000	0.024350649
4	96900000	0.034451659
4	97100000	0.052633478
4	97300000	0.095923521
4	97500000	0.133297258
4	97700000	0.222907648
4	97900000	0.308261183
4	98100000	0.675649351
4	98300000	0.897113997
4	98500000	0.907215007
4	98700000	0.980808081
4	98900000	0.960353535
4	99100000	0.782720058
4	99300000	0.65508658
4	99500000	0.587409812
4	99700000	0.541955267
4	99900000	0.567207792
4	100100000	0.552056277
4	100300000	0.560137085
4	100500000	0.580591631
4	100700000	0.595743146
4	100900000	0.651010101
4	101100000	0.676262626
4	101300000	0.721717172
4	101500000	0.642929293
4	101700000	0.642929293
4	101900000	0.642929293
4	102100000	0.642929293
4	102300000	0.727777778
4	102500000	0.793686869
4	102700000	0.729292929
4	102900000	0.706565657
4	103100000	0.631998557
4	103300000	0.45537518
4	103500000	0.394660895
4	103700000	0.368145743
4	103900000	0.368145743
4	104100000	0.368145743
4	104300000	0.368145743
4	104500000	0.368145743
4	104700000	0.368145743
4	104900000	0.390223665
4	105100000	0.444119769
4	105300000	0.519877345
4	105500000	0.56533189
4	105700000	0.56533189
4	105900000	0.578318903
4	106100000	0.629329004
4	106300000	0.672763348
4	106500000	0.597005772
4	106700000	0.548520924
4	106900000	0.516702742
4	107100000	0.476298701
4	107300000	0.476298701
4	107500000	0.471753247
4	107700000	0.468722944
4	107900000	0.485894661
4	108100000	0.422258297
4	108300000	0.433621934
4	108500000	0.418470418
4	108700000	0.38023088
4	108900000	0.357142857
4	109100000	0.357142857
4	109300000	0.375324675
4	109500000	0.49047619
4	109700000	0.513203463
4	109900000	0.54018759
4	110100000	0.510642136
4	110300000	0.475577201
4	110500000	0.178246753
4	110700000	0.178246753
4	110900000	0.160064935
4	111100000	0.160064935
4	111300000	0.27521645
4	111500000	0.27521645
4	111700000	0.266125541
4	111900000	0.302489177
4	112100000	0.454689755
4	112300000	0.572979798
4	112500000	0.518181818
4	112700000	0.529545455
4	112900000	0.519444444
4	113100000	0.619444444
4	113300000	0.667929293
4	113500000	0.818686869
4	113700000	0.90959596
4	113900000	0.924747475
4	114100000	0.943939394
4	114300000	0.805808081
4	114500000	0.266378066
4	114700000	0.099747475
4	114900000	0.081565657
4	115100000	0.061363636
4	115300000	0.061363636
4	115500000	0.061363636
4	115700000	0.061363636
4	115900000	0.061363636
4	116100000	0.071464646
4	116300000	0.071464646
4	116500000	0.071464646
4	116700000	0.071464646
4	116900000	0.096717172
4	117100000	0.09455267
4	117300000	0.192388167
4	117500000	0.211868687
4	117700000	0.202777778
4	117900000	0.157323232
4	118100000	0.251479076
4	118300000	0.315836941
4	118500000	0.65797619
4	118700000	0.691955267
4	118900000	0.785137085
4	119100000	0.819227994
4	119300000	0.685894661
4	119500000	0.666702742
4	119700000	0.590692641
4	119900000	0.425793651
4	120100000	0.238131313
4	120300000	0.116919192
4	120500000	0.071464646
4	120700000	0.071464646
4	120900000	0.080555556
4	121100000	0.080555556
4	121300000	0.315764791
4	121500000	0.713780664
4	121700000	0.981818182
4	121900000	0.964393939
4	122100000	0.84520202
4	122300000	0.866666667
4	122500000	0.957575758
4	122700000	0.957575758
4	122900000	0.975757576
4	123100000	0.885606061
4	123300000	0.840909091
4	123500000	0.682864358
4	123700000	0.483297258
4	123900000	0.436832612
4	124100000	0.409559885
4	124300000	0.357792208
4	124500000	0.357792208
4	124700000	0.357792208
4	124900000	0.3497114
4	125100000	0.33961039
4	125300000	0.33961039
4	125500000	0.33961039
4	125700000	0.361075036
4	125900000	0.238600289
4	126100000	0.208297258
4	126300000	0.208297258
4	126500000	0.219660895
4	126700000	0.24491342
4	126900000	0.254004329
4	127100000	0.254004329
4	127300000	0.34491342
4	127500000	0.432034632
4	127700000	0.594516595
4	127900000	0.748268398
4	128100000	0.923268398
4	128300000	0.947619048
4	128500000	0.977922078
4	128700000	0.821103896
4	128900000	0.569733045
4	129100000	0.206024531
4	129300000	0.070815296
4	129500000	0.039646465
4	129700000	0.039646465
4	129900000	0.039646465
4	130100000	0.039646465
4	130300000	0.039646465
4	130500000	0.039646465
4	130700000	0.039646465
4	130900000	0.039646465
4	131100000	0.021464646
4	131300000	0.021464646
4	131500000	0.011363636
4	131700000	0.011363636
4	131900000	0.029545455
4	132100000	0.029545455
4	132300000	0.029545455
4	132500000	0.029545455
4	132700000	0.029545455
4	132900000	0.029545455
4	133100000	0.029545455
4	133300000	0.029545455
4	133500000	0.011363636
4	133700000	0.011363636
4	133900000	0.029545455
4	134100000	0.011363636
4	134300000	0.026515152
4	134500000	0.011363636
4	134700000	0.041666667
4	134900000	0.041666667
4	135100000	0.071969697
4	135300000	0.071969697
4	135500000	0.041666667
4	135700000	0.041666667
4	135900000	0.011363636
4	136100000	0.011363636
4	136300000	0.011363636
4	136500000	0.011363636
4	136700000	0.021464646
4	136900000	0.082070707
4	137100000	0.162987013
4	137300000	0.188852814
4	137500000	0.19011544
4	137700000	0.267135642
4	137900000	0.528571429
4	138100000	0.704689755
4	138300000	0.712914863
4	138500000	0.724278499
4	138700000	0.733369408
4	138900000	0.811868687
4	139100000	0.954545455
4	139300000	0.954545455
4	139500000	0.954545455
4	139700000	0.954545455
4	139900000	0.954545455
4	140100000	0.954545455
4	140300000	0.954545455
4	140500000	0.903787879
4	140700000	0.779545455
4	140900000	0.74004329
4	141100000	0.836147186
4	141300000	0.836147186
4	141500000	0.82478355
4	141700000	0.82478355
4	141900000	0.815692641
4	142100000	0.815692641
4	142300000	0.805591631
4	142500000	0.72478355
4	142700000	0.71038961
4	142900000	0.71038961
4	143100000	0.71038961
4	143300000	0.71038961
4	143500000	0.691197691
4	143700000	0.670743146
4	143900000	0.670743146
4	144100000	0.670743146
4	144300000	0.670743146
4	144500000	0.679834055
4	144700000	0.699025974
4	144900000	0.689935065
4	145100000	0.687770563
4	145300000	0.676406926
4	145500000	0.687770563
4	145700000	0.733225108
4	145900000	0.852272727
4	146100000	0.708333333
4	146300000	0.62972583
4	146500000	0.572294372
4	146700000	0.477344877
4	146900000	0.49033189
4	147100000	0.597510823
4	147300000	0.73474026
4	147500000	0.770454545
4	147700000	0.83030303
4	147900000	0.784848485
4	148100000	0.717965368
4	148300000	0.659126984
4	148500000	0.637662338
4	148700000	0.616197691
4	148900000	0.585894661
4	149100000	0.59498557
4	149300000	0.6252886
4	149500000	0.6252886
4	149700000	0.700541126
4	149900000	0.829329004
4	150100000	0.844480519
4	150300000	0.794480519
4	150500000	0.740692641
4	150700000	0.758874459
4	150900000	0.85458153
4	151100000	0.876659452
4	151300000	0.776659452
4	151500000	0.66504329
4	151700000	0.491197691
4	151900000	0.394372294
4	152100000	0.347943723
4	152300000	0.354761905
4	152500000	0.46991342
4	152700000	0.473809524
4	152900000	0.558621934
4	153100000	0.67020202
4	153300000	0.733585859
4	153500000	0.657864358
4	153700000	0.49992785
4	153900000	0.415367965
4	154100000	0.341378066
4	154300000	0.359559885
4	154500000	0.435425685
4	154700000	0.422438672
4	154900000	0.359559885
4	155100000	0.142532468
4	155300000	0.133441558
4	155500000	0.133441558
4	155700000	0.133441558
4	155900000	0.169805195
4	156100000	0.256673882
4	156300000	0.393145743
4	156500000	0.856457431
4	156700000	0.882864358
4	156900000	0.894227994
4	157100000	0.853571429
4	157300000	0.735930736
4	157500000	0.53961039
4	157700000	0.411580087
4	157900000	0.599062049
4	158100000	0.702958153
4	158300000	0.811616162
4	158500000	0.872474747
4	158700000	0.944444444
4	158900000	0.954545455
4	159100000	0.954545455
4	159300000	0.954545455
4	159500000	0.723629149
4	159700000	0.36976912
4	159900000	0.32027417
4	160100000	0.128246753
4	160300000	0.055519481
4	160500000	0.037337662
4	160700000	0.024350649
4	160900000	0.024350649
4	161100000	0.024350649
4	161300000	0.024350649
4	161500000	0.034451659
4	161700000	0.079906205
4	161900000	0.079906205
4	162100000	0.034451659
4	162300000	0.043542569
4	162500000	0.043542569
4	162700000	0.034451659
4	162900000	0.034451659
4	163100000	0.107900433
4	163300000	0.116991342
4	163500000	0.116991342
4	163700000	0.127092352
4	163900000	0.15523088
4	164100000	0.332503608
4	164300000	0.806565657
4	164500000	0.492496392
4	164700000	0.208044733
4	164900000	0.226226551
4	165100000	0.211075036
4	165300000	0.110064935
4	165500000	0.057683983
4	165700000	0.039502165
4	165900000	0.039502165
4	166100000	0.039502165
4	166300000	0.039502165
4	166500000	0.084451659
4	166700000	0.054906205
4	166900000	0.054906205
4	167100000	0.054906205
4	167300000	0.043542569
4	167500000	0.070815296
4	167700000	0.13517316
4	167900000	0.322150072
4	168100000	0.541450216
4	168300000	0.974747475
4	168500000	0.984848485
4	168700000	1
4	168900000	1
4	169100000	1
4	169300000	1
4	169500000	0.81969697
4	169700000	0.377705628
4	169900000	0.148448773
4	170100000	0.11525974
4	170300000	0
4	170500000	0
4	170700000	0
4	170900000	0
4	171100000	0
4	171300000	0.015151515
4	171500000	0
4	171700000	0
4	171900000	0
4	172100000	0
4	172300000	0
4	172500000	0
4	172700000	0.063636364
4	172900000	0.227092352
4	173100000	0.746500722
4	173300000	0.736544012
4	173500000	0.517388167
4	173700000	0.28510101
4	173900000	0.179040404
4	174100000	0.160858586
4	174300000	0.160858586
4	174500000	0.151767677
4	174700000	0.084090909
4	174900000	0.084090909
4	175100000	0.084090909
4	175300000	0.084090909
4	175500000	0.093181818
4	175700000	0.1
4	175900000	0.11525974
4	176100000	0.416197691
4	176300000	0.728427128
4	176500000	0.7751443
4	176700000	0.786507937
4	176900000	0.7751443
4	177100000	0.628210678
4	177300000	0.628210678
4	177500000	0.291738817
4	177700000	0.110209235
4	177900000	0.059451659
4	178100000	0.046464646
4	178300000	0.046464646
4	178500000	0.046464646
4	178700000	0.046464646
4	178900000	0.046464646
4	179100000	0.032178932
4	179300000	0.01010101
4	179500000	0.01010101
4	179700000	0.01010101
4	179900000	0.01010101
4	180100000	0.01010101
4	180300000	0.01010101
4	180500000	0.01010101
4	180700000	0.01010101
4	180900000	0.01010101
4	181100000	0.01010101
4	181300000	0.019191919
4	181500000	0.19520202
4	181700000	0.417352092
4	181900000	0.617316017
4	182100000	0.605483405
4	182300000	0.508152958
4	182500000	0.45966811
4	182700000	0.526551227
4	182900000	0.819083694
4	183100000	0.944444444
4	183300000	0.894949495
4	183500000	0.884848485
4	183700000	0.602561328
4	183900000	0.563924964
4	184100000	0.633874459
4	184300000	0.68044733
4	184500000	0.685642136
4	184700000	0.630844156
4	184900000	0.606854257
4	185100000	0.60458153
4	185300000	0.568867244
4	185500000	0.507251082
4	185700000	0.520779221
4	185900000	0.42041847
4	186100000	0.334559885
4	186300000	0.325468975
4	186500000	0.325468975
4	186700000	0.383044733
4	186900000	0.299963925
4	187100000	0.176731602
4	187300000	0.13030303
4	187500000	0.13030303
4	187700000	0.141666667
4	187900000	0.220562771
4	188100000	0.291991342
4	188300000	0.191991342
4	188500000	0.207142857
4	188700000	0.169264069
4	188900000	0.143290043
4	189100000	0.116017316
4	189300000	0.093939394
4	189500000	0.063636364
4	189700000	0.076623377
4	189900000	0.076623377
5	100000	0.658874459
5	300000	0.589069264
5	500000	0.528210678
5	700000	0.437301587
5	900000	0.348412698
5	1100000	0.328210678
5	1300000	0.337301587
5	1500000	0.337301587
5	1700000	0.215981241
5	1900000	0.134451659
5	2100000	0.112373737
5	2300000	0.101010101
5	2500000	0.090909091
5	2700000	0.090909091
5	2900000	0.090909091
5	3100000	0.090909091
5	3300000	0.090909091
5	3500000	0.090909091
5	3700000	0.090909091
5	3900000	0.090909091
5	4100000	0.090909091
5	4300000	0.090909091
5	4500000	0.13030303
5	4700000	0.196969697
5	4900000	0.440007215
5	5100000	0.518001443
5	5300000	0.529365079
5	5500000	0.46547619
5	5700000	0.344660895
5	5900000	0.232178932
5	6100000	0.090764791
5	6300000	0.090764791
5	6500000	0.112229437
5	6700000	0.399603175
5	6900000	0.145707071
5	7100000	0.042424242
5	7300000	0.009090909
5	7500000	0.009090909
5	7700000	0
5	7900000	0
5	8100000	0
5	8300000	0.045454545
5	8500000	0.058441558
5	8700000	0.119300144
5	8900000	0.523304473
5	9100000	0.500577201
5	9300000	0.372438672
5	9500000	0.357287157
5	9700000	0.367388167
5	9900000	0.49476912
5	10100000	0.597546898
5	10300000	0.904329004
5	10500000	0.932467532
5	10700000	0.941558442
5	10900000	0.476082251
5	11100000	0.166919192
5	11300000	0
5	11500000	0
5	11700000	0
5	11900000	0.011363636
5	12100000	0.011363636
5	12300000	0.056818182
5	12500000	0.041919192
5	12700000	0.117676768
5	12900000	0.252741703
5	13100000	0.312193362
5	13300000	0.367748918
5	13500000	0.540295815
5	13700000	0.921103896
5	13900000	0.984848485
5	14100000	0.988636364
5	14300000	0.933080808
5	14500000	0.817929293
5	14700000	0.621500722
5	14900000	0.461976912
5	15100000	0.394444444
5	15300000	0.367171717
5	15500000	0.408694084
5	15700000	0.305663781
5	15900000	0.315764791
5	16100000	0.291414141
5	16300000	0.30959596
5	16500000	0.378102453
5	16700000	0.619877345
5	16900000	0.925
5	17100000	0.948232323
5	17300000	0.680808081
5	17500000	0.55544733
5	17700000	0.037373737
5	17900000	0.01010101
5	18100000	0.01010101
5	18300000	0.01010101
5	18500000	0.01010101
5	18700000	0
5	18900000	0
5	19100000	0
5	19300000	0
5	19500000	0
5	19700000	0.015151515
5	19900000	0.015151515
5	20100000	0
5	20300000	0.015151515
5	20500000	0.015151515
5	20700000	0.015151515
5	20900000	0.015151515
5	21100000	0.015151515
5	21300000	0.015151515
5	21500000	0.015151515
5	21700000	0
5	21900000	0
5	22100000	0
5	22300000	0
5	22500000	0
5	22700000	0
5	22900000	0
5	23100000	0
5	23300000	0.090909091
5	23500000	0.090909091
5	23700000	0.090909091
5	23900000	0.090909091
5	24100000	0.090909091
5	24300000	0.090909091
5	24500000	0.090909091
5	24700000	0.090909091
5	24900000	0.149350649
5	25100000	0.103896104
5	25300000	0.090909091
5	25500000	0.090909091
5	25700000	0.090909091
5	25900000	0.090909091
5	26100000	0.090909091
5	26300000	0
5	26500000	0
5	26700000	0
5	26900000	0
5	27100000	0
5	27300000	0.045454545
5	27500000	0.045454545
5	27700000	0.045454545
5	27900000	0
5	28100000	0
5	28300000	0
5	28500000	0
5	28700000	0.01010101
5	28900000	0.01010101
5	29100000	0.023088023
5	29300000	0.052633478
5	29500000	0.072835498
5	29700000	0.177128427
5	29900000	0.156926407
5	30100000	0.176118326
5	30300000	0.176118326
5	30500000	0.202092352
5	30700000	0.323304473
5	30900000	0.417243867
5	31100000	0.739646465
5	31300000	0.931818182
5	31500000	0.820454545
5	31700000	0.772474747
5	31900000	0.773124098
5	32100000	0.896103896
5	32300000	0.971861472
5	32500000	0.971861472
5	32700000	0.971861472
5	32900000	0.984848485
5	33100000	1
5	33300000	1
5	33500000	1
5	33700000	1
5	33900000	1
5	34100000	1
5	34300000	1
5	34500000	1
5	34700000	1
5	34900000	0.91468254
5	35100000	0.562842713
5	35300000	0.334848485
5	35500000	0.28030303
5	35700000	0.179292929
5	35900000	0.302380952
5	36100000	0.393290043
5	36300000	0.402380952
5	36500000	0.442027417
5	36700000	0.64527417
5	36900000	0.741197691
5	37100000	0.820995671
5	37300000	0.960497835
5	37500000	0.988636364
5	37700000	0.988636364
5	37900000	0.879545455
5	38100000	0.869444444
5	38300000	0.850252525
5	38500000	0.888636364
5	38700000	0.897727273
5	38900000	0.988636364
5	39100000	1
5	39300000	0.98989899
5	39500000	0.98989899
5	39700000	0.963383838
5	39900000	0.876262626
5	40100000	0.866161616
5	40300000	0.891414141
5	40500000	0.952020202
5	40700000	0.954292929
5	40900000	0.730952381
5	41100000	0.548773449
5	41300000	0.279906205
5	41500000	0.182828283
5	41700000	0.239646465
5	41900000	0.221464646
5	42100000	0.164646465
5	42300000	0.146464646
5	42500000	0.157828283
5	42700000	0.262878788
5	42900000	0.571789322
5	43100000	0.857359307
5	43300000	0.95530303
5	43500000	0.913383838
5	43700000	0.832864358
5	43900000	0.438492063
5	44100000	0.161471861
5	44300000	0.009090909
5	44500000	0.009090909
5	44700000	0.009090909
5	44900000	0.059848485
5	45100000	0.018181818
5	45300000	0
5	45500000	0
5	45700000	0
5	45900000	0
5	46100000	0
5	46300000	0
5	46500000	0
5	46700000	0
5	46900000	0
5	47100000	0
5	47300000	0
5	47500000	0
5	47700000	0
5	47900000	0
5	48100000	0
5	48300000	0
5	48500000	0
5	48700000	0
5	48900000	0
5	49100000	0
5	49300000	0
5	49500000	0
5	49700000	0
5	49900000	0
5	50100000	0.057575758
5	50300000	0.057575758
5	50500000	0.153391053
5	50700000	0.075757576
5	50900000	0.03030303
5	51100000	0
5	51300000	0.01010101
5	51500000	0.01010101
5	51700000	0.01010101
5	51900000	0.01010101
5	52100000	0.01010101
5	52300000	0.01010101
5	52500000	0.059451659
5	52700000	0.367352092
5	52900000	0.53023088
5	53100000	0.871212121
5	53300000	0.926406926
5	53500000	0.835497835
5	53700000	0.706457431
5	53900000	0.512662338
5	54100000	0.463311688
5	54300000	0.549386724
5	54500000	0.653787879
5	54700000	0.79469697
5	54900000	0.798484848
5	55100000	0.802272727
5	55300000	0.859090909
5	55500000	0.888636364
5	55700000	0.888636364
5	55900000	0.888636364
5	56100000	0.88989899
5	56300000	0.784235209
5	56500000	0.543831169
5	56700000	0.511507937
5	56900000	0.643686869
5	57100000	0.846969697
5	57300000	0.939393939
5	57500000	0.984848485
5	57700000	1
5	57900000	0.914141414
5	58100000	0.914141414
5	58300000	0.869444444
5	58500000	0.73474026
5	58700000	0.413924964
5	58900000	0.094660895
5	59100000	0.155266955
5	59300000	0.43466811
5	59500000	0.6004329
5	59700000	0.721753247
5	59900000	0.772979798
5	60100000	0.740656566
5	60300000	0.748232323
5	60500000	0.75959596
5	60700000	0.92020202
5	60900000	0.939393939
5	61100000	0.945454545
5	61300000	0.975757576
5	61500000	0.960606061
5	61700000	0.865692641
5	61900000	0.612301587
5	62100000	0.506024531
5	62300000	0.415764791
5	62500000	0.226515152
5	62700000	0.197222222
5	62900000	0.132575758
5	63100000	0.102272727
5	63300000	0.102272727
5	63500000	0.102272727
5	63700000	0.102272727
5	63900000	0.102272727
5	64100000	0.117424242
5	64300000	0.234848485
5	64500000	0.305808081
5	64700000	0.630735931
5	64900000	0.883838384
5	65100000	1
5	65300000	1
5	65500000	1
5	65700000	1
5	65900000	1
5	66100000	1
5	66300000	0.790909091
5	66500000	0.678174603
5	66700000	0.539069264
5	66900000	0.548268398
5	67100000	0.551154401
5	67300000	0.375721501
5	67500000	0.321176046
5	67700000	0.282539683
5	67900000	0.282539683
5	68100000	0.44978355
5	68300000	0.416450216
5	68500000	0.448015873
5	68700000	0.465945166
5	68900000	0.78510101
5	69100000	0.851010101
5	69300000	0.86010101
5	69500000	0.86010101
5	69700000	0.869191919
5	69900000	0.869191919
5	70100000	0.869191919
5	70300000	0.869191919
5	70500000	0.869191919
5	70700000	0.869191919
5	70900000	0.869191919
5	71100000	0.869191919
5	71300000	0.869191919
5	71500000	0.878282828
5	71700000	0.888383838
5	71900000	0.964393939
5	72100000	0.964393939
5	72300000	0.979545455
5	72500000	1
5	72700000	1
5	72900000	1
5	73100000	1
5	73300000	1
5	73500000	1
5	73700000	1
5	73900000	1
5	74100000	1
5	74300000	1
5	74500000	1
5	74700000	0.990909091
5	74900000	0.818578644
5	75100000	0.841305916
5	75300000	0.867821068
5	75500000	0.86998557
5	75700000	0.860894661
5	75900000	0.839430014
5	76100000	0.712157287
5	76300000	0.730339105
5	76500000	0.766955267
5	76700000	0.845995671
5	76900000	0.81038961
5	77100000	0.727308802
5	77300000	0.692965368
5	77500000	0.677813853
5	77700000	0.647510823
5	77900000	0.647510823
5	78100000	0.751911977
5	78300000	0.894444444
5	78500000	0.914646465
5	78700000	0.914646465
5	78900000	0.763888889
5	79100000	0.577525253
5	79300000	0.540295815
5	79500000	0.498629149
5	79700000	0.519083694
5	79900000	0.534235209
5	80100000	0.534235209
5	80300000	0.583982684
5	80500000	0.583982684
5	80700000	0.573881674
5	80900000	0.573881674
5	81100000	0.573881674
5	81300000	0.585606061
5	81500000	0.686616162
5	81700000	0.697979798
5	81900000	0.846717172
5	82100000	0.846717172
5	82300000	0.861868687
5	82500000	0.850505051
5	82700000	0.802164502
5	82900000	0.799891775
5	83100000	0.783730159
5	83300000	0.698773449
5	83500000	0.64018759
5	83700000	0.617460317
5	83900000	0.538672439
5	84100000	0.52958153
5	84300000	0.493217893
5	84500000	0.359018759
5	84700000	0.34992785
5	84900000	0.337950938
5	85100000	0.327849928
5	85300000	0.208658009
5	85500000	0.167388167
5	85700000	0.167388167
5	85900000	0.158297258
5	86100000	0.158297258
5	86300000	0.158297258
5	86500000	0.158297258
5	86700000	0.158297258
5	86900000	0.241630592
5	87100000	0.358008658
5	87300000	0.355735931
5	87500000	0.214249639
5	87700000	0.156673882
5	87900000	0.15465368
5	88100000	0.143290043
5	88300000	0.143290043
5	88500000	0.143290043
5	88700000	0.143290043
5	88900000	0.143290043
5	89100000	0.143290043
5	89300000	0.163744589
5	89500000	0.15465368
5	89700000	0.15465368
5	89900000	0.213095238
5	90100000	0.304004329
5	90300000	0.314105339
5	90500000	0.342388167
5	90700000	0.353751804
5	90900000	0.394011544
5	91100000	0.444372294
5	91300000	0.47972583
5	91500000	0.358261183
5	91700000	0.288708514
5	91900000	0.279617605
5	92100000	0.254365079
5	92300000	0.288816739
5	92500000	0.400649351
5	92700000	0.603787879
5	92900000	0.618939394
5	93100000	0.731565657
5	93300000	0.935353535
5	93500000	0.836868687
5	93700000	0.825505051
5	93900000	0.80959596
5	94100000	0.76489899
5	94300000	0.754545455
5	94500000	0.70479798
5	94700000	0.668434343
5	94900000	0.633080808
5	95100000	0.733080808
5	95300000	0.862121212
5	95500000	0.927272727
5	95700000	0.936363636
5	95900000	0.936363636
5	96100000	0.945454545
5	96300000	0.945454545
5	96500000	0.945454545
5	96700000	0.945454545
5	96900000	0.934090909
5	97100000	0.801515152
5	97300000	0.688275613
5	97500000	0.523809524
5	97700000	0.378354978
5	97900000	0.402597403
5	98100000	0.43997114
5	98300000	0.543975469
5	98500000	0.584379509
5	98700000	0.654834055
5	98900000	0.578823954
5	99100000	0.38037518
5	99300000	0.327128427
5	99500000	0.327128427
5	99700000	0.307936508
5	99900000	0.307936508
5	100100000	0.298845599
5	100300000	0.298845599
5	100500000	0.298845599
5	100700000	0.298845599
5	100900000	0.301875902
5	101100000	0.301875902
5	101300000	0.301875902
5	101500000	0.301875902
5	101700000	0.288888889
5	101900000	0.288888889
5	102100000	0.301875902
5	102300000	0.311976912
5	102500000	0.406024531
5	102700000	0.512950938
5	102900000	0.512950938
5	103100000	0.523051948
5	103300000	0.639574315
5	103500000	0.524422799
5	103700000	0.199098124
5	103900000	0.063636364
5	104100000	0.018181818
5	104300000	0.018181818
5	104500000	0.018181818
5	104700000	0.018181818
5	104900000	0.018181818
5	105100000	0.018181818
5	105300000	0.018181818
5	105500000	0.018181818
5	105700000	0.018181818
5	105900000	0.048484848
5	106100000	0.082936508
5	106300000	0.186832612
5	106500000	0.214105339
5	106700000	0.20501443
5	106900000	0.21511544
5	107100000	0.21511544
5	107300000	0.418253968
5	107500000	0.418253968
5	107700000	0.418253968
5	107900000	0.437445887
5	108100000	0.388961039
5	108300000	0.428354978
5	108500000	0.502958153
5	108700000	0.515945166
5	108900000	0.515945166
5	109100000	0.515945166
5	109300000	0.559487734
5	109500000	0.568578644
5	109700000	0.609848485
5	109900000	0.647727273
5	110100000	0.659090909
5	110300000	0.659090909
5	110500000	0.722727273
5	110700000	0.746969697
5	110900000	0.746969697
5	111100000	0.731818182
5	111300000	0.737878788
5	111500000	0.728787879
5	111700000	0.828787879
5	111900000	0.828787879
5	112100000	0.813636364
5	112300000	0.689285714
5	112500000	0.70974026
5	112700000	0.773484848
5	112900000	0.815909091
5	113100000	0.881565657
5	113300000	0.687373737
5	113500000	0.434632035
5	113700000	0.299314574
5	113900000	0.08510101
5	114100000	0.021464646
5	114300000	0.021464646
5	114500000	0.052633478
5	114700000	0.153643579
5	114900000	0.208297258
5	115100000	0.474278499
5	115300000	0.739033189
5	115500000	0.808838384
5	115700000	0.587012987
5	115900000	0.507467532
5	116100000	0.380194805
5	116300000	0.228102453
5	116500000	0.113997114
5	116700000	0.055555556
5	116900000	0.045454545
5	117100000	0.045454545
5	117300000	0.045454545
5	117500000	0.045454545
5	117700000	0.045454545
5	117900000	0.045454545
5	118100000	0.045454545
5	118300000	0.045454545
5	118500000	0.045454545
5	118700000	0.111832612
5	118900000	0.326839827
5	119100000	0.639935065
5	119300000	0.791161616
5	119500000	0.733080808
5	119700000	0.709992785
5	119900000	0.619083694
5	120100000	0.614033189
5	120300000	0.670851371
5	120500000	0.63968254
5	120700000	0.496897547
5	120900000	0.431240981
5	121100000	0.341089466
5	121300000	0.32972583
5	121500000	0.344877345
5	121700000	0.417460317
5	121900000	0.534126984
5	122100000	0.696861472
5	122300000	0.478066378
5	122500000	0.340692641
5	122700000	0.336904762
5	122900000	0.336904762
5	123100000	0.374278499
5	123300000	0.458080808
5	123500000	0.759090909
5	123700000	0.582575758
5	123900000	0.515656566
5	124100000	0.473376623
5	124300000	0.473376623
5	124500000	0.483477633
5	124700000	0.492568543
5	124900000	0.463023088
5	125100000	0.462012987
